,country_name,locality_name,market_name,commodity_name,currency_name,market_type,unit_of_goods_measurement,price
4046,Kyrgyzstan,Batken,Isfana,Cabbage,KGS,Retail,KG,25.1878
4047,Kyrgyzstan,Batken,Isfana,Carrots,KGS,Retail,KG,34.9769
4048,Kyrgyzstan,Batken,Isfana,Eggs,KGS,Retail,10 pcs,72.0041
4049,Kyrgyzstan,Batken,Isfana,Meat,KGS,Retail,KG,300.0
4050,Kyrgyzstan,Batken,Isfana,Meat,KGS,Retail,KG,330.0
4051,Kyrgyzstan,Batken,Isfana,Milk,KGS,Retail,L,25.0
4052,Kyrgyzstan,Batken,Isfana,Potatoes,KGS,Retail,KG,40.3386
4053,Kyrgyzstan,Batken,Isfana,Rice,KGS,Retail,KG,51.614
4054,Kyrgyzstan,Batken,Isfana,Sugar,KGS,Retail,KG,57.9777
4055,Kyrgyzstan,Batken,Isfana,Wheat flour,KGS,Retail,KG,38.1332
4056,Kyrgyzstan,Batken,Karabak,Beans,KGS,Retail,KG,33.6667
4057,Kyrgyzstan,Batken,Karabak,Bread,KGS,Retail,150 G,18.3333
4058,Kyrgyzstan,Batken,Karabak,Cabbage,KGS,Retail,KG,43.3333
4059,Kyrgyzstan,Batken,Karabak,Carrots,KGS,Retail,KG,23.3333
4060,Kyrgyzstan,Batken,Karabak,Eggs,KGS,Retail,10 pcs,90.0
4061,Kyrgyzstan,Batken,Karabak,Maize,KGS,Retail,KG,24.3333
4062,Kyrgyzstan,Batken,Karabak,Meat,KGS,Retail,KG,320.0
4063,Kyrgyzstan,Batken,Karabak,Meat,KGS,Retail,KG,125.0
4064,Kyrgyzstan,Batken,Karabak,Meat,KGS,Retail,KG,350.0
4065,Kyrgyzstan,Batken,Karabak,Milk,KGS,Retail,L,38.3333
4066,Kyrgyzstan,Batken,Karabak,Onions,KGS,Retail,KG,23.3333
4067,Kyrgyzstan,Batken,Karabak,Peas,KGS,Retail,KG,45.0
4068,Kyrgyzstan,Batken,Karabak,Potatoes,KGS,Retail,KG,22.3333
4069,Kyrgyzstan,Batken,Karabak,Rice,KGS,Retail,KG,105.0
4070,Kyrgyzstan,Batken,Karabak,Salt,KGS,Retail,KG,13.3333
4071,Kyrgyzstan,Batken,Karabak,Sugar,KGS,Retail,KG,58.0
4072,Kyrgyzstan,Batken,Karabak,Tea,KGS,Retail,KG,45.0
4073,Kyrgyzstan,Batken,Karabak,Tea,KGS,Retail,KG,45.0
4074,Kyrgyzstan,Batken,Karabak,Wheat,KGS,Retail,KG,16.6667
4075,Kyrgyzstan,Batken,Karabak,Wheat flour,KGS,Retail,KG,25.5
4076,Kyrgyzstan,Batken,Samarkandek,Bread,KGS,Retail,150 G,18.3333
4077,Kyrgyzstan,Batken,Samarkandek,Cabbage,KGS,Retail,KG,43.3333
4078,Kyrgyzstan,Batken,Samarkandek,Carrots,KGS,Retail,KG,23.3333
4079,Kyrgyzstan,Batken,Samarkandek,Eggs,KGS,Retail,10 pcs,90.0
4080,Kyrgyzstan,Batken,Samarkandek,Meat,KGS,Retail,KG,320.0
4081,Kyrgyzstan,Batken,Samarkandek,Meat,KGS,Retail,KG,125.0
4082,Kyrgyzstan,Batken,Samarkandek,Meat,KGS,Retail,KG,350.0
4083,Kyrgyzstan,Batken,Samarkandek,Milk,KGS,Retail,L,38.3333
4084,Kyrgyzstan,Batken,Samarkandek,Onions,KGS,Retail,KG,23.3333
4085,Kyrgyzstan,Batken,Samarkandek,Potatoes,KGS,Retail,KG,22.3333
4086,Kyrgyzstan,Batken,Samarkandek,Rice,KGS,Retail,KG,105.0
4087,Kyrgyzstan,Batken,Samarkandek,Sugar,KGS,Retail,KG,55.0
4088,Kyrgyzstan,Batken,Samarkandek,Tea,KGS,Retail,KG,45.0
4089,Kyrgyzstan,Batken,Samarkandek,Tea,KGS,Retail,KG,45.0
4090,Kyrgyzstan,Batken,Samarkandek,Wheat,KGS,Retail,KG,16.6667
4091,Kyrgyzstan,Batken,Samarkandek,Wheat flour,KGS,Retail,KG,27.6
4092,Kyrgyzstan,Chuy,Bishkek,Apples,KGS,Retail,KG,74.5836
4093,Kyrgyzstan,Chuy,Bishkek,Beans,KGS,Retail,KG,55.0
4094,Kyrgyzstan,Chuy,Bishkek,Bread,KGS,Retail,KG,44.08
4095,Kyrgyzstan,Chuy,Bishkek,Cabbage,KGS,Retail,KG,40.2124
4096,Kyrgyzstan,Chuy,Bishkek,Carrots,KGS,Retail,KG,33.3133
4097,Kyrgyzstan,Chuy,Bishkek,Eggs,KGS,Retail,10 pcs,60.8833
4098,Kyrgyzstan,Chuy,Bishkek,Maize,KGS,Retail,KG,25.0
4099,Kyrgyzstan,Chuy,Bishkek,Meat,KGS,Retail,KG,281.5169
4100,Kyrgyzstan,Chuy,Bishkek,Meat,KGS,Retail,KG,120.0
4101,Kyrgyzstan,Chuy,Bishkek,Meat,KGS,Retail,KG,272.0997
4102,Kyrgyzstan,Chuy,Bishkek,Milk,KGS,Retail,L,25.0
4103,Kyrgyzstan,Chuy,Bishkek,Onions,KGS,Retail,KG,30.0
4104,Kyrgyzstan,Chuy,Bishkek,Peas,KGS,Retail,KG,40.0
4105,Kyrgyzstan,Chuy,Bishkek,Potatoes,KGS,Retail,KG,51.1867
4106,Kyrgyzstan,Chuy,Bishkek,Rice,KGS,Retail,KG,54.5132
4107,Kyrgyzstan,Chuy,Bishkek,Salt,KGS,Retail,KG,17.0
4108,Kyrgyzstan,Chuy,Bishkek,Sugar,KGS,Retail,KG,54.6404
4109,Kyrgyzstan,Chuy,Bishkek,Tea,KGS,Retail,KG,100.0
4110,Kyrgyzstan,Chuy,Bishkek,Tea,KGS,Retail,KG,150.0
4111,Kyrgyzstan,Chuy,Bishkek,Wheat,KGS,Retail,KG,34.06
4112,Kyrgyzstan,Chuy,Bishkek,Wheat flour,KGS,Retail,KG,26.7339
4113,Kyrgyzstan,Chuy,Bishkek,Wheat flour,KGS,Retail,KG,28.0
4114,Kyrgyzstan,Chuy,Bystrovka,Bread,KGS,Retail,150 G,14.0
4115,Kyrgyzstan,Chuy,Bystrovka,Cabbage,KGS,Retail,KG,23.0
4116,Kyrgyzstan,Chuy,Bystrovka,Carrots,KGS,Retail,KG,23.0
4117,Kyrgyzstan,Chuy,Bystrovka,Meat,KGS,Retail,KG,300.0
4118,Kyrgyzstan,Chuy,Bystrovka,Meat,KGS,Retail,KG,130.0
4119,Kyrgyzstan,Chuy,Bystrovka,Meat,KGS,Retail,KG,300.0
4120,Kyrgyzstan,Chuy,Bystrovka,Onions,KGS,Retail,KG,25.0
4121,Kyrgyzstan,Chuy,Bystrovka,Potatoes,KGS,Retail,KG,24.0
4122,Kyrgyzstan,Chuy,Bystrovka,Rice,KGS,Retail,KG,60.0
4123,Kyrgyzstan,Chuy,Bystrovka,Sugar,KGS,Retail,KG,54.0
4124,Kyrgyzstan,Chuy,Bystrovka,Tea,KGS,Retail,KG,50.0
4125,Kyrgyzstan,Chuy,Bystrovka,Tea,KGS,Retail,KG,27.0
4126,Kyrgyzstan,Chuy,Bystrovka,Wheat flour,KGS,Retail,KG,28.3
4127,Kyrgyzstan,Chuy,Kara-Balta,Apples,KGS,Retail,KG,94.7352
4128,Kyrgyzstan,Chuy,Kara-Balta,Cabbage,KGS,Retail,KG,26.4657
4129,Kyrgyzstan,Chuy,Kara-Balta,Carrots,KGS,Retail,KG,35.8411
4130,Kyrgyzstan,Chuy,Kara-Balta,Eggs,KGS,Retail,10 pcs,67.9649
4131,Kyrgyzstan,Chuy,Kara-Balta,Meat,KGS,Retail,KG,275.2577
4132,Kyrgyzstan,Chuy,Kara-Balta,Meat,KGS,Retail,KG,276.4257
4133,Kyrgyzstan,Chuy,Kara-Balta,Milk,KGS,Retail,L,31.1682
4134,Kyrgyzstan,Chuy,Kara-Balta,Potatoes,KGS,Retail,KG,39.1516
4135,Kyrgyzstan,Chuy,Kara-Balta,Rice,KGS,Retail,KG,71.0118
4136,Kyrgyzstan,Chuy,Kara-Balta,Sugar,KGS,Retail,KG,55.0701
4137,Kyrgyzstan,Chuy,Kara-Balta,Wheat flour,KGS,Retail,KG,28.27
4138,Kyrgyzstan,Chuy,Tokmok,Apples,KGS,Retail,KG,120.9765
4139,Kyrgyzstan,Chuy,Tokmok,Cabbage,KGS,Retail,KG,35.6762
4140,Kyrgyzstan,Chuy,Tokmok,Carrots,KGS,Retail,KG,31.0251
4141,Kyrgyzstan,Chuy,Tokmok,Eggs,KGS,Retail,10 pcs,73.4876
4142,Kyrgyzstan,Chuy,Tokmok,Meat,KGS,Retail,KG,285.4243
4143,Kyrgyzstan,Chuy,Tokmok,Meat,KGS,Retail,KG,277.2229
4144,Kyrgyzstan,Chuy,Tokmok,Milk,KGS,Retail,L,25.0
4145,Kyrgyzstan,Chuy,Tokmok,Potatoes,KGS,Retail,KG,42.6675
4146,Kyrgyzstan,Chuy,Tokmok,Rice,KGS,Retail,KG,53.9837
4147,Kyrgyzstan,Chuy,Tokmok,Sugar,KGS,Retail,KG,54.4547
4148,Kyrgyzstan,Chuy,Tokmok,Wheat flour,KGS,Retail,KG,24.97
4149,Kyrgyzstan,Jalal-Abad,Arslanbob,Bread,KGS,Retail,150 G,20.0
4150,Kyrgyzstan,Jalal-Abad,Arslanbob,Cabbage,KGS,Retail,KG,56.6667
4151,Kyrgyzstan,Jalal-Abad,Arslanbob,Carrots,KGS,Retail,KG,29.3333
4152,Kyrgyzstan,Jalal-Abad,Arslanbob,Eggs,KGS,Retail,10 pcs,73.3333
4153,Kyrgyzstan,Jalal-Abad,Arslanbob,Meat,KGS,Retail,KG,300.0
4154,Kyrgyzstan,Jalal-Abad,Arslanbob,Meat,KGS,Retail,KG,126.6667
4155,Kyrgyzstan,Jalal-Abad,Arslanbob,Meat,KGS,Retail,KG,320.0
4156,Kyrgyzstan,Jalal-Abad,Arslanbob,Milk,KGS,Retail,L,25.0
4157,Kyrgyzstan,Jalal-Abad,Arslanbob,Onions,KGS,Retail,KG,20.0
4158,Kyrgyzstan,Jalal-Abad,Arslanbob,Potatoes,KGS,Retail,KG,25.6667
4159,Kyrgyzstan,Jalal-Abad,Arslanbob,Rice,KGS,Retail,KG,75.0
4160,Kyrgyzstan,Jalal-Abad,Arslanbob,Sugar,KGS,Retail,KG,58.0
4161,Kyrgyzstan,Jalal-Abad,Arslanbob,Tea,KGS,Retail,KG,120.0
4162,Kyrgyzstan,Jalal-Abad,Arslanbob,Tea,KGS,Retail,KG,220.0
4163,Kyrgyzstan,Jalal-Abad,Arslanbob,Wheat,KGS,Retail,KG,14.6667
4164,Kyrgyzstan,Jalal-Abad,Arslanbob,Wheat flour,KGS,Retail,KG,25.5
4165,Kyrgyzstan,Jalal-Abad,Bazar-Korgon,Bread,KGS,Retail,150 G,20.0
4166,Kyrgyzstan,Jalal-Abad,Bazar-Korgon,Cabbage,KGS,Retail,KG,50.0
4167,Kyrgyzstan,Jalal-Abad,Bazar-Korgon,Carrots,KGS,Retail,KG,25.0
4168,Kyrgyzstan,Jalal-Abad,Bazar-Korgon,Eggs,KGS,Retail,10 pcs,73.3333
4169,Kyrgyzstan,Jalal-Abad,Bazar-Korgon,Meat,KGS,Retail,KG,300.0
4170,Kyrgyzstan,Jalal-Abad,Bazar-Korgon,Meat,KGS,Retail,KG,120.0
4171,Kyrgyzstan,Jalal-Abad,Bazar-Korgon,Meat,KGS,Retail,KG,320.0
4172,Kyrgyzstan,Jalal-Abad,Bazar-Korgon,Milk,KGS,Retail,L,30.0
4173,Kyrgyzstan,Jalal-Abad,Bazar-Korgon,Onions,KGS,Retail,KG,20.0
4174,Kyrgyzstan,Jalal-Abad,Bazar-Korgon,Potatoes,KGS,Retail,KG,30.0
4175,Kyrgyzstan,Jalal-Abad,Bazar-Korgon,Rice,KGS,Retail,KG,70.0
4176,Kyrgyzstan,Jalal-Abad,Bazar-Korgon,Sugar,KGS,Retail,KG,55.0
4177,Kyrgyzstan,Jalal-Abad,Bazar-Korgon,Tea,KGS,Retail,KG,113.3333
4178,Kyrgyzstan,Jalal-Abad,Bazar-Korgon,Tea,KGS,Retail,KG,213.3333
4179,Kyrgyzstan,Jalal-Abad,Bazar-Korgon,Wheat,KGS,Retail,KG,14.0
4180,Kyrgyzstan,Jalal-Abad,Bazar-Korgon,Wheat flour,KGS,Retail,KG,26.0
4181,Kyrgyzstan,Jalal-Abad,Jalal-Abad,Apples,KGS,Retail,KG,80.3216
4182,Kyrgyzstan,Jalal-Abad,Jalal-Abad,Bread,KGS,Retail,KG,56.46
4183,Kyrgyzstan,Jalal-Abad,Jalal-Abad,Cabbage,KGS,Retail,KG,47.9557
4184,Kyrgyzstan,Jalal-Abad,Jalal-Abad,Carrots,KGS,Retail,KG,34.1996
4185,Kyrgyzstan,Jalal-Abad,Jalal-Abad,Eggs,KGS,Retail,10 pcs,78.4185
4186,Kyrgyzstan,Jalal-Abad,Jalal-Abad,Meat,KGS,Retail,KG,300.0
4187,Kyrgyzstan,Jalal-Abad,Jalal-Abad,Meat,KGS,Retail,KG,116.6667
4188,Kyrgyzstan,Jalal-Abad,Jalal-Abad,Meat,KGS,Retail,KG,300.0
4189,Kyrgyzstan,Jalal-Abad,Jalal-Abad,Milk,KGS,Retail,L,28.2311
4190,Kyrgyzstan,Jalal-Abad,Jalal-Abad,Onions,KGS,Retail,KG,19.3333
4191,Kyrgyzstan,Jalal-Abad,Jalal-Abad,Potatoes,KGS,Retail,KG,41.9028
4192,Kyrgyzstan,Jalal-Abad,Jalal-Abad,Rice,KGS,Retail,KG,63.6649
4193,Kyrgyzstan,Jalal-Abad,Jalal-Abad,Sugar,KGS,Retail,KG,56.4694
4194,Kyrgyzstan,Jalal-Abad,Jalal-Abad,Tea,KGS,Retail,KG,110.0
4195,Kyrgyzstan,Jalal-Abad,Jalal-Abad,Tea,KGS,Retail,KG,213.3333
4196,Kyrgyzstan,Jalal-Abad,Jalal-Abad,Wheat,KGS,Retail,KG,56.46
4197,Kyrgyzstan,Jalal-Abad,Jalal-Abad,Wheat flour,KGS,Retail,KG,35.7915
4198,Kyrgyzstan,Jalal-Abad,Kerben,Apples,KGS,Retail,KG,59.161
4199,Kyrgyzstan,Jalal-Abad,Kerben,Cabbage,KGS,Retail,KG,37.4166
4200,Kyrgyzstan,Jalal-Abad,Kerben,Carrots,KGS,Retail,KG,25.4498
4201,Kyrgyzstan,Jalal-Abad,Kerben,Eggs,KGS,Retail,10 pcs,90.0
4202,Kyrgyzstan,Jalal-Abad,Kerben,Meat,KGS,Retail,KG,259.8076
4203,Kyrgyzstan,Jalal-Abad,Kerben,Meat,KGS,Retail,KG,300.0
4204,Kyrgyzstan,Jalal-Abad,Kerben,Milk,KGS,Retail,L,25.0
4205,Kyrgyzstan,Jalal-Abad,Kerben,Potatoes,KGS,Retail,KG,44.0831
4206,Kyrgyzstan,Jalal-Abad,Kerben,Rice,KGS,Retail,KG,66.4565
4207,Kyrgyzstan,Jalal-Abad,Kerben,Sugar,KGS,Retail,KG,60.0
4208,Kyrgyzstan,Jalal-Abad,Kerben,Wheat flour,KGS,Retail,KG,24.98
4209,Kyrgyzstan,Jalal-Abad,Kyzyl-Tuu,Beans,KGS,Retail,KG,70.0
4210,Kyrgyzstan,Jalal-Abad,Kyzyl-Tuu,Bread,KGS,Retail,150 G,19.3333
4211,Kyrgyzstan,Jalal-Abad,Kyzyl-Tuu,Carrots,KGS,Retail,KG,13.3333
4212,Kyrgyzstan,Jalal-Abad,Kyzyl-Tuu,Eggs,KGS,Retail,10 pcs,78.8889
4213,Kyrgyzstan,Jalal-Abad,Kyzyl-Tuu,Maize,KGS,Retail,KG,21.3333
4214,Kyrgyzstan,Jalal-Abad,Kyzyl-Tuu,Meat,KGS,Retail,KG,290.0
4215,Kyrgyzstan,Jalal-Abad,Kyzyl-Tuu,Meat,KGS,Retail,KG,105.0
4216,Kyrgyzstan,Jalal-Abad,Kyzyl-Tuu,Meat,KGS,Retail,KG,300.0
4217,Kyrgyzstan,Jalal-Abad,Kyzyl-Tuu,Milk,KGS,Retail,L,33.8889
4218,Kyrgyzstan,Jalal-Abad,Kyzyl-Tuu,Onions,KGS,Retail,KG,13.0
4219,Kyrgyzstan,Jalal-Abad,Kyzyl-Tuu,Peas,KGS,Retail,KG,108.8889
4220,Kyrgyzstan,Jalal-Abad,Kyzyl-Tuu,Potatoes,KGS,Retail,KG,13.3333
4221,Kyrgyzstan,Jalal-Abad,Kyzyl-Tuu,Rice,KGS,Retail,KG,68.8889
4222,Kyrgyzstan,Jalal-Abad,Kyzyl-Tuu,Salt,KGS,Retail,KG,15.0
4223,Kyrgyzstan,Jalal-Abad,Kyzyl-Tuu,Sugar,KGS,Retail,KG,52.7778
4224,Kyrgyzstan,Jalal-Abad,Kyzyl-Tuu,Tea,KGS,Retail,KG,125.0
4225,Kyrgyzstan,Jalal-Abad,Kyzyl-Tuu,Tea,KGS,Retail,KG,160.0
4226,Kyrgyzstan,Jalal-Abad,Kyzyl-Tuu,Wheat flour,KGS,Retail,KG,19.3333
4227,Kyrgyzstan,Jalal-Abad,Suzak,Beans,KGS,Retail,KG,70.0
4228,Kyrgyzstan,Jalal-Abad,Suzak,Bread,KGS,Retail,150 G,16.8333
4229,Kyrgyzstan,Jalal-Abad,Suzak,Cabbage,KGS,Retail,KG,28.3333
4230,Kyrgyzstan,Jalal-Abad,Suzak,Carrots,KGS,Retail,KG,13.3333
4231,Kyrgyzstan,Jalal-Abad,Suzak,Eggs,KGS,Retail,10 pcs,80.0
4232,Kyrgyzstan,Jalal-Abad,Suzak,Maize,KGS,Retail,KG,20.1667
4233,Kyrgyzstan,Jalal-Abad,Suzak,Meat,KGS,Retail,KG,260.0
4234,Kyrgyzstan,Jalal-Abad,Suzak,Meat,KGS,Retail,KG,108.3333
4235,Kyrgyzstan,Jalal-Abad,Suzak,Meat,KGS,Retail,KG,300.0
4236,Kyrgyzstan,Jalal-Abad,Suzak,Onions,KGS,Retail,KG,13.3333
4237,Kyrgyzstan,Jalal-Abad,Suzak,Peas,KGS,Retail,KG,101.1111
4238,Kyrgyzstan,Jalal-Abad,Suzak,Potatoes,KGS,Retail,KG,12.3333
4239,Kyrgyzstan,Jalal-Abad,Suzak,Rice,KGS,Retail,KG,63.8889
4240,Kyrgyzstan,Jalal-Abad,Suzak,Salt,KGS,Retail,KG,15.0
4241,Kyrgyzstan,Jalal-Abad,Suzak,Sugar,KGS,Retail,KG,53.3333
4242,Kyrgyzstan,Jalal-Abad,Suzak,Tea,KGS,Retail,KG,121.6667
4243,Kyrgyzstan,Jalal-Abad,Suzak,Tea,KGS,Retail,KG,154.4444
4244,Kyrgyzstan,Jalal-Abad,Suzak,Wheat flour,KGS,Retail,KG,19.5556
4245,Kyrgyzstan,Jalal-Abad,Suzak,Wheat flour,KGS,Retail,KG,23.6667
4246,Kyrgyzstan,Jalal-Abad,Toktogul,Apples,KGS,Retail,KG,78.4103
4247,Kyrgyzstan,Jalal-Abad,Toktogul,Cabbage,KGS,Retail,KG,42.4264
4248,Kyrgyzstan,Jalal-Abad,Toktogul,Carrots,KGS,Retail,KG,30.694000000000003
4249,Kyrgyzstan,Jalal-Abad,Toktogul,Eggs,KGS,Retail,10 pcs,76.7764
4250,Kyrgyzstan,Jalal-Abad,Toktogul,Meat,KGS,Retail,KG,315.3405
4251,Kyrgyzstan,Jalal-Abad,Toktogul,Meat,KGS,Retail,KG,317.1961
4252,Kyrgyzstan,Jalal-Abad,Toktogul,Milk,KGS,Retail,L,25.0
4253,Kyrgyzstan,Jalal-Abad,Toktogul,Potatoes,KGS,Retail,KG,42.5549
4254,Kyrgyzstan,Jalal-Abad,Toktogul,Rice,KGS,Retail,KG,80.6714
4255,Kyrgyzstan,Jalal-Abad,Toktogul,Sugar,KGS,Retail,KG,53.9266
4256,Kyrgyzstan,Jalal-Abad,Toktogul,Wheat flour,KGS,Retail,KG,27.4202
4257,Kyrgyzstan,Naryn,At-Bashi,Bread,KGS,Retail,150 G,12.6667
4258,Kyrgyzstan,Naryn,At-Bashi,Cabbage,KGS,Retail,KG,22.6667
4259,Kyrgyzstan,Naryn,At-Bashi,Carrots,KGS,Retail,KG,23.3333
4260,Kyrgyzstan,Naryn,At-Bashi,Eggs,KGS,Retail,10 pcs,96.6667
4261,Kyrgyzstan,Naryn,At-Bashi,Meat,KGS,Retail,KG,343.3333
4262,Kyrgyzstan,Naryn,At-Bashi,Meat,KGS,Retail,KG,146.6667
4263,Kyrgyzstan,Naryn,At-Bashi,Meat,KGS,Retail,KG,336.6667
4264,Kyrgyzstan,Naryn,At-Bashi,Milk,KGS,Retail,L,20.0
4265,Kyrgyzstan,Naryn,At-Bashi,Onions,KGS,Retail,KG,25.0
4266,Kyrgyzstan,Naryn,At-Bashi,Potatoes,KGS,Retail,KG,26.0
4267,Kyrgyzstan,Naryn,At-Bashi,Rice,KGS,Retail,KG,85.0
4268,Kyrgyzstan,Naryn,At-Bashi,Sugar,KGS,Retail,KG,62.6667
4269,Kyrgyzstan,Naryn,At-Bashi,Tea,KGS,Retail,KG,61.6667
4270,Kyrgyzstan,Naryn,At-Bashi,Tea,KGS,Retail,KG,43.3333
4271,Kyrgyzstan,Naryn,At-Bashi,Wheat,KGS,Retail,KG,10.0
4272,Kyrgyzstan,Naryn,At-Bashi,Wheat flour,KGS,Retail,KG,27.33
4273,Kyrgyzstan,Naryn,Chaek,Apples,KGS,Retail,KG,49.5951
4274,Kyrgyzstan,Naryn,Chaek,Cabbage,KGS,Retail,KG,32.1763
4275,Kyrgyzstan,Naryn,Chaek,Carrots,KGS,Retail,KG,24.8982
4276,Kyrgyzstan,Naryn,Chaek,Eggs,KGS,Retail,10 pcs,65.1377
4277,Kyrgyzstan,Naryn,Chaek,Meat,KGS,Retail,KG,299.9236
4278,Kyrgyzstan,Naryn,Chaek,Meat,KGS,Retail,KG,300.0
4279,Kyrgyzstan,Naryn,Chaek,Milk,KGS,Retail,L,25.0
4280,Kyrgyzstan,Naryn,Chaek,Potatoes,KGS,Retail,KG,34.7399
4281,Kyrgyzstan,Naryn,Chaek,Rice,KGS,Retail,KG,55.8584
4282,Kyrgyzstan,Naryn,Chaek,Sugar,KGS,Retail,KG,53.3917
4283,Kyrgyzstan,Naryn,Chaek,Wheat flour,KGS,Retail,KG,29.2123
4284,Kyrgyzstan,Naryn,Dobolu,Bread,KGS,Retail,150 G,15.0
4285,Kyrgyzstan,Naryn,Dobolu,Cabbage,KGS,Retail,KG,38.6667
4286,Kyrgyzstan,Naryn,Dobolu,Carrots,KGS,Retail,KG,21.3333
4287,Kyrgyzstan,Naryn,Dobolu,Eggs,KGS,Retail,10 pcs,61.6667
4288,Kyrgyzstan,Naryn,Dobolu,Meat,KGS,Retail,KG,133.3333
4289,Kyrgyzstan,Naryn,Dobolu,Milk,KGS,Retail,L,20.0
4290,Kyrgyzstan,Naryn,Dobolu,Onions,KGS,Retail,KG,27.0
4291,Kyrgyzstan,Naryn,Dobolu,Peas,KGS,Retail,KG,45.0
4292,Kyrgyzstan,Naryn,Dobolu,Potatoes,KGS,Retail,KG,13.6667
4293,Kyrgyzstan,Naryn,Dobolu,Rice,KGS,Retail,KG,69.3333
4294,Kyrgyzstan,Naryn,Dobolu,Salt,KGS,Retail,KG,10.0
4295,Kyrgyzstan,Naryn,Dobolu,Sugar,KGS,Retail,KG,48.0
4296,Kyrgyzstan,Naryn,Dobolu,Tea,KGS,Retail,KG,55.0
4297,Kyrgyzstan,Naryn,Dobolu,Tea,KGS,Retail,KG,63.6667
4298,Kyrgyzstan,Naryn,Dobolu,Wheat flour,KGS,Retail,KG,30.0
4299,Kyrgyzstan,Naryn,Naryn,Apples,KGS,Retail,KG,107.7787
4300,Kyrgyzstan,Naryn,Naryn,Beans,KGS,Retail,KG,60.0
4301,Kyrgyzstan,Naryn,Naryn,Bread,KGS,Retail,KG,60.61
4302,Kyrgyzstan,Naryn,Naryn,Cabbage,KGS,Retail,KG,43.2057
4303,Kyrgyzstan,Naryn,Naryn,Carrots,KGS,Retail,KG,36.0021
4304,Kyrgyzstan,Naryn,Naryn,Eggs,KGS,Retail,10 pcs,71.6115
4305,Kyrgyzstan,Naryn,Naryn,Meat,KGS,Retail,KG,325.8477
4306,Kyrgyzstan,Naryn,Naryn,Meat,KGS,Retail,KG,130.0
4307,Kyrgyzstan,Naryn,Naryn,Meat,KGS,Retail,KG,328.2811
4308,Kyrgyzstan,Naryn,Naryn,Milk,KGS,Retail,L,22.225
4309,Kyrgyzstan,Naryn,Naryn,Onions,KGS,Retail,KG,20.0
4310,Kyrgyzstan,Naryn,Naryn,Peas,KGS,Retail,KG,40.0
4311,Kyrgyzstan,Naryn,Naryn,Potatoes,KGS,Retail,KG,41.8721
4312,Kyrgyzstan,Naryn,Naryn,Rice,KGS,Retail,KG,63.4108
4313,Kyrgyzstan,Naryn,Naryn,Salt,KGS,Retail,KG,13.3333
4314,Kyrgyzstan,Naryn,Naryn,Sugar,KGS,Retail,KG,53.9349
4315,Kyrgyzstan,Naryn,Naryn,Tea,KGS,Retail,KG,53.3333
4316,Kyrgyzstan,Naryn,Naryn,Tea,KGS,Retail,KG,41.6667
4317,Kyrgyzstan,Naryn,Naryn,Wheat,KGS,Retail,KG,33.74
4318,Kyrgyzstan,Naryn,Naryn,Wheat flour,KGS,Retail,KG,30.2652
4319,Kyrgyzstan,Naryn,Naryn,Wheat flour,KGS,Retail,KG,31.0
4320,Kyrgyzstan,Naryn,Orto-Nura,Bread,KGS,Retail,150 G,20.0
4321,Kyrgyzstan,Naryn,Orto-Nura,Cabbage,KGS,Retail,KG,30.0
4322,Kyrgyzstan,Naryn,Orto-Nura,Carrots,KGS,Retail,KG,30.0
4323,Kyrgyzstan,Naryn,Orto-Nura,Eggs,KGS,Retail,10 pcs,90.0
4324,Kyrgyzstan,Naryn,Orto-Nura,Meat,KGS,Retail,KG,150.0
4325,Kyrgyzstan,Naryn,Orto-Nura,Milk,KGS,Retail,L,20.0
4326,Kyrgyzstan,Naryn,Orto-Nura,Onions,KGS,Retail,KG,25.0
4327,Kyrgyzstan,Naryn,Orto-Nura,Potatoes,KGS,Retail,KG,15.0
4328,Kyrgyzstan,Naryn,Orto-Nura,Rice,KGS,Retail,KG,90.0
4329,Kyrgyzstan,Naryn,Orto-Nura,Sugar,KGS,Retail,KG,60.0
4330,Kyrgyzstan,Naryn,Orto-Nura,Tea,KGS,Retail,KG,65.0
4331,Kyrgyzstan,Naryn,Orto-Nura,Tea,KGS,Retail,KG,45.0
4332,Kyrgyzstan,Naryn,Orto-Nura,Wheat flour,KGS,Retail,KG,30.0
4333,Kyrgyzstan,Osh,Kara-Suu,Apples,KGS,Retail,KG,69.2169
4334,Kyrgyzstan,Osh,Kara-Suu,Cabbage,KGS,Retail,KG,43.4912
4335,Kyrgyzstan,Osh,Kara-Suu,Carrots,KGS,Retail,KG,26.7691
4336,Kyrgyzstan,Osh,Kara-Suu,Eggs,KGS,Retail,10 pcs,66.5879
4337,Kyrgyzstan,Osh,Kara-Suu,Meat,KGS,Retail,KG,300.0
4338,Kyrgyzstan,Osh,Kara-Suu,Meat,KGS,Retail,KG,300.0
4339,Kyrgyzstan,Osh,Kara-Suu,Milk,KGS,Retail,L,25.0
4340,Kyrgyzstan,Osh,Kara-Suu,Potatoes,KGS,Retail,KG,41.6939
4341,Kyrgyzstan,Osh,Kara-Suu,Rice,KGS,Retail,KG,94.9421
4342,Kyrgyzstan,Osh,Kara-Suu,Sugar,KGS,Retail,KG,58.3617
4343,Kyrgyzstan,Osh,Kara-Suu,Wheat flour,KGS,Retail,KG,43.4014
4344,Kyrgyzstan,Osh,Karasuu,Beans,KGS,Retail,KG,77.7778
